method,regime_method,target,horizon,n_folds,mean_fold_IC,median_fold_IC,std_fold_IC,positive_ic_folds,mean_fold_Sharpe,median_fold_Sharpe,positive_sharpe_folds,mean_fold_total_return,median_fold_total_return,IC_bootstrap_mean,IC_ci_low,IC_ci_high,Sharpe_bootstrap_mean,Sharpe_ci_low,Sharpe_ci_high,total_return_bootstrap_mean,total_return_ci_low,total_return_ci_high,full_sample_IC,full_sample_Sharpe,full_sample_drawdown,full_sample_total_return,full_sample_n_test_rows
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,tb_label_8h,8h,16,0.011685034677603349,0.001168414748950734,0.056932731381643994,8,-0.27264853335476913,-0.2622041712963536,6,-0.00773561568287158,-0.09298251143406089,0.011685034677603349,-0.013236668691574778,0.04043791458656686,-0.27264853335476913,-0.8247478219347778,0.2858099300686551,-0.00773561568287158,-0.16387267340855213,0.1681188969931054,0.0225538605672781,-0.0573259465425797,-0.6033324304880726,-0.1256567743049949,230400
regime_lgbm_hmm,hmm,tb_label_8h,8h,16,0.0110344249036544,-0.003185935252049989,0.051374112282028345,8,-0.1119240218416355,-0.5103533086895822,5,0.03712792004505451,-0.13480691986345766,0.0110344249036544,-0.011078332295122416,0.0377818764909174,-0.1119240218416355,-0.6367829975852223,0.45657100530551087,0.03712792004505451,-0.13056843460674472,0.2304998214912994,0.0214008701376965,0.1479176202993019,-0.5427704811690822,0.1386386670132737,230400
regime_lgbm_kmeans,kmeans,tb_label_8h,8h,16,0.009252493330855132,-0.008666306543875775,0.05900577065613708,8,-0.22538766267878432,-0.3635840773141611,7,0.017162003199505213,-0.09796109747778908,0.009252493330855132,-0.01613985082641588,0.03887714608091622,-0.22538766267878432,-0.7718209388904474,0.3427391392177503,0.017162003199505213,-0.16295469842385293,0.23323716028795818,0.02294851042763,0.1238235483733069,-0.5696363404588691,0.0970070869702774,230400
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,16,0.006028536900466692,0.0007730245199842811,0.04769967991767728,8,-0.3317851057515806,-0.2814459594607328,5,-0.028975285457470405,-0.09257302436477016,0.006028536900466692,-0.015075350738242078,0.029616127115041097,-0.3317851057515806,-0.9050000876456804,0.253746706885385,-0.028975285457470405,-0.17271729967572275,0.12374983016725001,0.0159025297855084,-0.1596249675222811,-0.6539211545353633,-0.2106278437575273,230400
regime_lgbm_hmm_guided_gmm,hmm_guided_gmm,tb_label_8h,8h,16,0.005688416064047368,-0.008174390061515498,0.055519724027581686,8,-0.42268828780026063,-0.9554392793370248,4,0.009848440050981594,-0.19724724882989364,0.005688416064047368,-0.01843144267088402,0.03449126371231396,-0.42268828780026063,-1.0294524216668604,0.23340943159637575,0.009848440050981594,-0.21526365246960125,0.30243598920610054,0.0168993937745403,-0.1901479466646653,-0.6659307142466812,-0.2412442955785089,230400
global_lgbm,none,tb_label_8h,8h,16,0.004564651413609979,-0.012919510849835746,0.054969970568734386,7,0.058965233732539174,0.018851592419642044,8,0.09271026666443213,-0.0034501052416993083,0.004564651413609979,-0.02009824784138154,0.03119183332641011,0.058965233732539174,-0.5215185764025797,0.6708762756346917,0.09271026666443213,-0.07387101045868427,0.28924360257259685,0.0175262294564808,0.1087151135903574,-0.5477737979090764,0.0723715938211091,230400
