fold,encoder_method,stage,epoch,train_loss,validation_loss,loss,train_valid_anchor_pct,train_positive_pair_count,train_hard_negative_pair_count,validation_valid_anchor_pct,validation_positive_pair_count,validation_hard_negative_pair_count,valid_anchor_pct,positive_pair_count,hard_negative_pair_count
1,guided,inner_selection,6,0.8709174796938897,2.080046316981316,,0.996875,4313.05,11.0,0.96015625,4220.05,1693.55,,,
1,guided,outer_refit,1,,,0.9913945078849792,,,,,,,0.996875,4147.75,6.6
1,guided,outer_refit,2,,,0.8409989178180695,,,,,,,1.0,4164.6,5.95
1,guided,outer_refit,3,,,0.7718580231070519,,,,,,,0.996875,4155.25,6.2
2,vanilla,inner_selection,1,0.7015962967700033,3.1003716826438903,,,,,,,,,,
2,vanilla,inner_selection,2,0.2069142393767833,2.955778831243515,,,,,,,,,,
2,vanilla,inner_selection,3,0.1533278947783401,2.892856958508492,,,,,,,,,,
2,vanilla,inner_selection,4,0.1297108071390539,2.8639713495969774,,,,,,,,,,
2,vanilla,inner_selection,5,0.11539343813929,2.808383569121361,,,,,,,,,,
2,vanilla,inner_selection,6,0.1071653038394288,2.8097267925739287,,,,,,,,,,
2,vanilla,inner_selection,7,0.1084665680304169,2.7747609108686446,,,,,,,,,,
2,vanilla,inner_selection,8,0.0973306720574328,2.7632640600204468,,,,,,,,,,
2,vanilla,inner_selection,9,0.0901631689019268,2.744382274150849,,,,,,,,,,
2,vanilla,inner_selection,10,0.0907597265439108,2.7240759521722797,,,,,,,,,,
2,vanilla,inner_selection,11,0.0857285871752537,2.7262648910284044,,,,,,,,,,
2,vanilla,inner_selection,12,0.0877108629334543,2.700528746843338,,,,,,,,,,
2,vanilla,inner_selection,13,0.0767480389244155,2.69374235868454,,,,,,,,,,
2,vanilla,inner_selection,14,0.0786735725603648,2.6606164038181306,,,,,,,,,,
2,vanilla,inner_selection,15,0.0811369308736175,2.6619878470897675,,,,,,,,,,
2,vanilla,inner_selection,16,0.0765647800573788,2.6510195046663285,,,,,,,,,,
2,vanilla,inner_selection,17,0.0797131984785664,2.6388448417186736,,,,,,,,,,
2,vanilla,inner_selection,18,0.0694254198169801,2.632608416676521,,,,,,,,,,
2,vanilla,inner_selection,19,0.0715867333994538,2.6282446503639223,,,,,,,,,,
2,vanilla,inner_selection,20,0.0754932311014272,2.601692655682564,,,,,,,,,,
2,vanilla,inner_selection,21,0.075961524140439,2.6079620748758314,,,,,,,,,,
2,vanilla,inner_selection,22,0.072779187458218,2.6030171513557434,,,,,,,,,,
2,vanilla,inner_selection,23,0.0717621433781459,2.5778785824775694,,,,,,,,,,
2,vanilla,inner_selection,24,0.0674095053334895,2.584796291589737,,,,,,,,,,
