method,target,horizon,regime_method,symbol_scope,IC,mean_asset_IC,median_asset_IC,cross_sectional_IC,median_cross_sectional_IC,pooled_IC,signal_IC,n_asset_IC,n_cross_sectional_IC,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,n_test_rows,nll_loss,fold
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.05939497414939844,0.05939497414939844,0.0556720912360828,0.061559045875075685,0.06493890106913311,0.05871145782211899,0.02643599747515608,20,720,1.5094825552899043,-0.013063969186397123,0.04055555555555555,0.006569589541571386,144,90,0,14400,0.9849998428976655,9
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.007973327441305359,0.007973327441305359,0.013291590735355473,0.044602694426426386,0.0302863640430881,0.013185509459951813,-0.00023265704535626734,20,720,-1.1748018323368363,-0.018996956009864507,0.03916666666666667,-0.006999280023462506,138,90,0,14400,0.9949315735665629,9
global_lgbm,tb_label_8h,8h,none,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.08951102160941496,-0.08951102160941496,-0.07218528237839976,-0.0008791900229196908,-0.011404212454453631,-0.07484412722676997,0.012532079627636972,20,720,-1.315574222388213,-0.009103239613531733,0.029444444444444443,-0.0029969170356591857,105,90,0,14400,0.9181739848892037,10
regime_lgbm_kmeans,tb_label_8h,8h,kmeans,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.07142085374668976,-0.07142085374668976,-0.07463935094901888,0.006838865745859186,0.010420438669597205,-0.05713584692724542,-0.010248439833283659,20,720,-0.523780257957932,-0.013068727181986307,0.045,-0.001396468751211577,158,90,0,14400,0.9218856287895608,10
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.07235850961603021,-0.07235850961603021,-0.08832447133619471,-0.0008876925808648739,-0.007272314799481202,-0.06832859883827783,-0.00015059586374024312,20,720,-4.0055238373863915,-0.013413969008563736,0.04527777777777778,-0.010127918373044165,158,90,0,14400,0.9235634816158816,10
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.05134902837292007,-0.05134902837292007,-0.05305016702058441,0.0009275403912850175,0.004463548133173926,-0.04956280548285837,-0.005860343441777448,20,720,-7.261015832353377,-0.02042036278147608,0.023055555555555555,-0.019828572173414383,82,90,0,14400,0.9170266906330105,10
global_lgbm,tb_label_8h,8h,none,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.04223049556816828,-0.04223049556816828,-0.04501646330671555,-0.017520259497773475,-0.02799161629223476,-0.041472600179167984,-0.010767895716591005,20,720,3.2168531708543697,-0.015545379079588978,0.07472222222222222,0.016706844670319576,259,90,0,14400,0.923315404703444,11
regime_lgbm_kmeans,tb_label_8h,8h,kmeans,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.03780493882892437,-0.03780493882892437,-0.05462873001441035,-0.010684737495061502,-0.019711122095473127,-0.03523027853789073,-0.01606415181774181,20,720,2.7367446650292617,-0.016372752625338945,0.07833333333333334,0.013785529371193705,271,90,0,14400,0.9236078982033991,11
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.037748562972433106,-0.037748562972433106,-0.04911353097379052,-0.014084957340015514,-0.027807843694781287,-0.03363184237318955,-0.004523260830939878,20,720,3.6494829326577913,-0.012621617639759348,0.07944444444444444,0.01902539192265107,274,90,0,14400,0.9235730825882817,11
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.03238110356836964,-0.03238110356836964,-0.038812777938055765,-0.01139884913548029,-0.02507760854577596,-0.027630978514843457,-0.006365572104023369,20,720,3.401084345842018,-0.014071054581141733,0.08638888888888889,0.01817144967762485,295,90,0,14400,0.9219013712658904,11
global_lgbm,tb_label_8h,8h,none,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.03769758391839681,-0.03769758391839681,-0.02310951846420728,0.018702725295541848,0.024288497088525412,-0.02886787482804937,0.05334425892183142,20,720,-0.02761140389234706,-0.025846891109150002,0.06444444444444444,-0.0004713534091881355,227,90,0,14400,0.9203886311067259,12
regime_lgbm_kmeans,tb_label_8h,8h,kmeans,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.06481138582269907,-0.06481138582269907,-0.07091996295735234,0.015711533056193917,0.01902788955190963,-0.052314425665810085,0.044248259142102266,20,720,-2.5829282624479744,-0.03555282693205313,0.07611111111111112,-0.01768758144901017,263,90,0,14400,0.922052424740823,12
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.0418576187668009,-0.0418576187668009,-0.03334574980547064,0.009106068718953001,0.0025307030653671497,-0.03169007675383022,0.039825829285473145,20,720,-2.649250677511663,-0.034113620567504714,0.07833333333333334,-0.017023081771730952,274,90,0,14400,0.9204548229136877,12
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.05861754891451609,-0.05861754891451609,-0.06461632976226926,0.0042767008917961626,-0.0019507326574001993,-0.04999159187035064,0.03629770778786631,20,720,-0.6593507576907011,-0.0188281343878395,0.07666666666666666,-0.004146922121731067,265,90,0,14400,0.9220676238322301,12
global_lgbm,tb_label_8h,8h,none,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.045114090800863656,-0.045114090800863656,-0.058105042176828006,0.007938148308205365,0.0008707722557829262,-0.03842061612078919,-0.008781043717558407,20,720,-3.5096781209977843,-0.022370654879983326,0.03944444444444444,-0.014642699918692825,139,90,0,14400,1.0042587683948152,13
regime_lgbm_kmeans,tb_label_8h,8h,kmeans,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.04758555226503492,-0.04758555226503492,-0.04395340988751616,0.02222270211544249,0.02320628143793064,-0.04286329861040339,0.0016434910729416982,20,720,-1.3382328047892056,-0.020604590416080207,0.043333333333333335,-0.005653919072714508,152,90,0,14400,0.9763122635996233,13
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.07417681216292042,-0.07417681216292042,-0.07787189685117463,0.008592520968573915,0.0012496942377240858,-0.06651659705692023,-0.002138384230182735,20,720,-3.547847494267982,-0.02541983023558892,0.04777777777777778,-0.016229805371387296,165,90,0,14400,0.9777599404385122,13
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.0667984079071825,-0.0667984079071825,-0.0750172443767646,0.017068347281613317,0.03390346477200067,-0.061585570993813676,-0.008404434411641813,20,720,-5.392557949078845,-0.02939501806827634,0.04666666666666667,-0.02272099277162698,163,90,0,14400,0.9758892670094881,13
global_lgbm,tb_label_8h,8h,none,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.013493428763765261,-0.013493428763765261,-0.007132839285301283,-0.009470603697681029,-0.020651311376604062,-0.015356427761126253,0.0006482732593834358,20,720,2.469086947457612,-0.015559685628403283,0.0725,0.018120984009371677,257,90,0,14400,0.9675848800104268,14
regime_lgbm_kmeans,tb_label_8h,8h,kmeans,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.005955360659535729,-0.005955360659535729,0.0026915303782873833,-0.010255831318912972,-0.018283684383038606,-0.011977188374087384,-0.008522377913248941,20,720,1.0651898984017762,-0.01155620988219086,0.03861111111111111,0.005382031935011078,133,90,0,14400,0.955800764021551,14
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.006439490063906849,0.006439490063906849,0.014642097536509599,0.008556091391611446,0.01048570800856076,-0.0017883384359557184,0.003444225031323482,20,720,3.085400864032854,-0.006504126738606335,0.035833333333333335,0.017232138237097905,124,90,0,14400,0.9550544123147552,14
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.011752524465921482,0.011752524465921482,-0.006074013791043427,-0.015837398067487064,-0.025373001433556204,0.0010223698264744557,0.027005547383564626,20,720,3.592186126288792,-0.025338629970250364,0.12472222222222222,0.02714359780059894,414,90,0,14400,0.9809459585021406,14
global_lgbm,tb_label_8h,8h,none,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.047961629178198975,-0.047961629178198975,-0.06763935998257598,0.03270950586690866,0.04089148172210396,-0.021386741854543447,-0.004899572661022933,20,720,-3.540626961870723,-0.0244443354361118,0.10666666666666667,-0.013434747158414861,359,90,0,14400,0.9235288430892823,15
regime_lgbm_kmeans,tb_label_8h,8h,kmeans,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.052664870943185546,-0.052664870943185546,-0.04492516883020589,0.017583078208905645,0.0074692352991594015,-0.029729711688341397,-0.004546166685812732,20,720,-2.020969040608818,-0.021946732290244526,0.11861111111111111,-0.00815054581778396,397,90,0,14400,0.9295691239724851,15
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.05004660273852877,-0.05004660273852877,-0.06718212079872875,0.022430593209006033,0.001010980958128578,-0.021086411579721725,-0.013250908685970064,20,720,-6.475661273190847,-0.03601069092074124,0.13694444444444445,-0.029167701416737746,443,90,0,14400,0.9303762102799847,15
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.05495501853873064,-0.05495501853873064,-0.07446440013899563,0.03368466879976658,0.025751372069137225,-0.025435341611113254,-0.015329333944641177,20,720,-2.8987325931939147,-0.026102545425405813,0.1238888888888889,-0.013651555110639646,417,90,0,14400,0.9377208080281594,15
global_lgbm,tb_label_8h,8h,none,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.02521848236407038,0.02521848236407038,0.016972605280223717,0.041884175150724845,0.03835522611906122,0.021435345447358638,0.03841062251969691,20,720,-3.1839800419458344,-0.022993167433796344,0.05444444444444444,-0.01208095364319095,188,90,0,14400,0.9944284310931456,16
regime_lgbm_kmeans,tb_label_8h,8h,kmeans,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.010202369354243058,0.010202369354243058,0.00024439766192135034,0.017492462732845476,0.00947787070597199,0.009116522186827472,0.032827513243316855,20,720,-3.3863142759384086,-0.029153967174976574,0.06888888888888889,-0.01266340360232543,237,90,0,14400,1.0005968330662893,16
regime_lgbm_hmm,tb_label_8h,8h,hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.007003340359572882,-0.007003340359572882,-0.020408330867898936,0.012065609079988174,0.00351372221391112,-0.011265111812922798,0.007596701782400484,20,720,-3.333743434998742,-0.03035284830545011,0.06722222222222222,-0.013800400113675337,230,90,0,14400,1.005895171380046,16
regime_lgbm_vol_bucket,tb_label_8h,8h,vol_bucket,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.005730329484158952,0.005730329484158952,-0.002078976804507429,0.01666361228130637,0.004416885883089275,-0.0008818095128401059,0.01942045030098728,20,720,-6.908484466270309,-0.04789648567254231,0.09,-0.037822196708764966,303,90,0,14400,1.010376778289305,16
