method,regime_method,regime,feature,feature_family,mean_gain_share,std_gain_share,mean_split_share,mean_shap_share,folds_seen,mean_train_rows,rank_within_model_regime
regime_lgbm_hmm,hmm,3,macd_signal,momentum,0.048305188007313905,0.008009669506515563,0.049461128151468164,0.042399287114998865,18,4554.388888888889,9
regime_lgbm_hmm,hmm,3,ofi_proxy,microstructure,0.015512089627670379,0.0025832148565050716,0.024397985001369957,0.02030575000797347,18,4554.388888888889,21
regime_lgbm_hmm,hmm,3,ret_15h,momentum,0.03231774817813185,0.008920547839707709,0.03393434284935849,0.034088095216034967,18,4554.388888888889,15
regime_lgbm_hmm,hmm,3,ret_1h,momentum,0.01183450622268845,0.003713748010283991,0.017645090549078587,0.0146000506350458,18,4554.388888888889,22
regime_lgbm_hmm,hmm,3,ret_5h,momentum,0.02877263284929264,0.007150115403918571,0.03430965293092951,0.025974859330629232,18,4554.388888888889,20
regime_lgbm_hmm,hmm,3,ret_60h,momentum,0.0691392158096131,0.008257248121981338,0.06409089651722927,0.06001543920353182,18,4554.388888888889,4
regime_lgbm_hmm,hmm,3,ret_autocorr,momentum,0.06221320518292271,0.010933283863453243,0.06520589830628132,0.05879433971551077,18,4554.388888888889,5
regime_lgbm_hmm,hmm,3,ret_dispersion,momentum,0.047117215476986496,0.01039735985038167,0.05068654480921933,0.03735264220298612,18,4554.388888888889,14
regime_lgbm_hmm,hmm,3,rsi_14,technical_state,0.038768919051322716,0.009928452080178259,0.037500614004349744,0.030759911468134466,18,4554.388888888889,16
regime_lgbm_hmm,hmm,3,skewness,distribution_shape,0.061998860566220344,0.012096774197954121,0.06331362418540583,0.05197393863490491,18,4554.388888888889,7
regime_lgbm_hmm,hmm,3,spread_proxy,microstructure,0.020883943205398228,0.006440783745253481,0.026093402301695243,0.026917773876712202,18,4554.388888888889,19
regime_lgbm_hmm,hmm,3,vol_20h,volatility,0.11782055806650638,0.01821310068281768,0.08114129236396,0.13248173908570723,18,4554.388888888889,1
regime_lgbm_hmm,hmm,3,vol_5h,volatility,0.0395537553429289,0.0049068672403936656,0.04539577937376259,0.03786223522084789,18,4554.388888888889,12
regime_lgbm_hmm,hmm,3,vol_of_vol,volatility,0.0836391746930058,0.011386184571280827,0.07341922016597599,0.09155346659276137,18,4554.388888888889,2
regime_lgbm_hmm,hmm,3,volume_zscore,liquidity_volume,0.03708158108578024,0.010030527235686308,0.036985296049953806,0.043589581701060406,18,4554.388888888889,8
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,amihud,liquidity_volume,0.02562420398255952,0.011277775240291839,0.030796707449227658,0.03706401772165129,18,5199.277777777777,13
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,atr_14,volatility,0.07830868381685709,0.01618054522573732,0.07418447712352347,0.061274773218075826,18,5199.277777777777,4
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,bband_pct_b,technical_state,0.024545696315779637,0.0036899417887176988,0.028720260783374942,0.028381680267828217,18,5199.277777777777,19
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,close_vs_vwap,momentum,0.02843024708428919,0.007207962077706445,0.032264849007742596,0.03154392070006621,18,5199.277777777777,15
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,gk_vol,volatility,0.02875690630756803,0.007976676727995978,0.030683975666336825,0.037283024389491624,18,5199.277777777777,12
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,kurtosis,distribution_shape,0.06928845956377074,0.00867149615991468,0.0642851596798599,0.06278180308024335,18,5199.277777777777,3
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,log_vol_trend,liquidity_volume,0.025488776895310827,0.005924553488135075,0.03498155262212829,0.028675681028966997,18,5199.277777777777,18
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,macd_signal,momentum,0.050763912041428175,0.00722228011185071,0.05073231319475224,0.04478582444874532,18,5199.277777777777,8
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,ofi_proxy,microstructure,0.01587822872459487,0.00381982897742827,0.02560140957708685,0.021036486068174886,18,5199.277777777777,21
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,ret_15h,momentum,0.03057063301222218,0.008910295544541685,0.033013893536636855,0.0319128242511778,18,5199.277777777777,14
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,ret_1h,momentum,0.010914474339848039,0.003472716982664796,0.016675448803229086,0.012906385910461877,18,5199.277777777777,22
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,ret_5h,momentum,0.02659755799871616,0.008124991452405372,0.033316573110505676,0.022684544536669217,18,5199.277777777777,20
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,ret_60h,momentum,0.06925119545907854,0.008099089619420515,0.06574751343968395,0.058350848850500285,18,5199.277777777777,6
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,ret_autocorr,momentum,0.06601495386635198,0.00894452373847885,0.06735035749997853,0.05982904139527209,18,5199.277777777777,5
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,ret_dispersion,momentum,0.04536733995252291,0.006653049995389009,0.050078463294021366,0.03967645504563311,18,5199.277777777777,9
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,rsi_14,technical_state,0.034948805909015376,0.012307756485807859,0.03606535692723183,0.029759035645867207,18,5199.277777777777,16
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,skewness,distribution_shape,0.0611759237856769,0.010012062266774454,0.062065709330437424,0.051770305087095216,18,5199.277777777777,7
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,spread_proxy,microstructure,0.022473019759005106,0.007319518060257189,0.02628564844624817,0.028869365996673786,18,5199.277777777777,17
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,vol_20h,volatility,0.1308900445387726,0.020444193945040896,0.08415696559404964,0.15124200791185372,18,5199.277777777777,1
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,vol_5h,volatility,0.03927315906380738,0.004991284427363393,0.04622242770099978,0.03934054613276467,18,5199.277777777777,10
