created_at_utc,symbols,python_version,platform,cpu_count,torch_version,cuda_available,device,feature_count,window_size,latent_dim,encoder_parameters,batch_size,epochs,feature_rows,training_windows,batches_per_epoch,warmup_steps,profile_steps,measured_step_seconds,estimated_epoch_minutes,estimated_full_train_minutes,planned_ablation_runs,estimated_ablation_hours,local_budget_hours,recommended_initial_runs,budget_status,profile_note
2026-06-04T19:38:09+00:00,BTCUSDT+ETHUSDT,3.11.3,Windows-10-10.0.26200-SP0,8,2.11.0+cpu,False,cpu,22,60,16,139408,128,30,34920,34798,271,1,5,0.9153433999999834,4.134301023333259,124.02903069999776,12,26.405806139999548,24.0,10,yellow,"Synthetic encoder forward/backward timing; use as planning estimate, not a formal benchmark."
