symbol,horizon,label_type,label,count,pct
PENDLEUSDT,8h,dir,0,3840,0.2202339986235375
PENDLEUSDT,8h,dir,1,6614,0.37933012158752005
PENDLEUSDT,8h,tb,-1,3804,0.21816930488644184
PENDLEUSDT,8h,tb,0,9668,0.5544849736178022
PENDLEUSDT,8h,tb,1,3964,0.2273457214957559
PENDLEUSDT,24h,dir,-1,7097,0.4070314292268869
PENDLEUSDT,24h,dir,0,3661,0.2099678825418674
PENDLEUSDT,24h,dir,1,6678,0.3830006882312457
PENDLEUSDT,24h,tb,-1,4378,0.25108969947235604
PENDLEUSDT,24h,tb,0,8398,0.48164716678137187
PENDLEUSDT,24h,tb,1,4660,0.2672631337462721
RUNEUSDT,4h,dir,-1,6898,0.3956182610690525
RUNEUSDT,4h,dir,0,4145,0.23772654278504243
RUNEUSDT,4h,dir,1,6393,0.366655196145905
RUNEUSDT,4h,tb,-1,3373,0.19345033264510209
RUNEUSDT,4h,tb,0,10765,0.6174007799954118
RUNEUSDT,4h,tb,1,3298,0.18914888735948612
RUNEUSDT,8h,dir,-1,7059,0.4048520302821748
RUNEUSDT,8h,dir,0,3864,0.22161046111493463
RUNEUSDT,8h,dir,1,6513,0.3735375086028906
RUNEUSDT,8h,tb,-1,3862,0.22149575590731818
RUNEUSDT,8h,tb,0,9782,0.5610231704519385
RUNEUSDT,8h,tb,1,3792,0.2174810736407433
RUNEUSDT,24h,dir,-1,7198,0.4128240422115164
RUNEUSDT,24h,dir,0,3576,0.2050929112181693
RUNEUSDT,24h,dir,1,6662,0.3820830465703143
RUNEUSDT,24h,tb,-1,4571,0.2621587520073411
RUNEUSDT,24h,tb,0,8241,0.47264280798348246
RUNEUSDT,24h,tb,1,4624,0.2651984400091764
SEIUSDT,4h,dir,-1,7022,0.4027299839412709
SEIUSDT,4h,dir,0,4003,0.2295824730442762
SEIUSDT,4h,dir,1,6411,0.36768754301445283
SEIUSDT,4h,tb,-1,3416,0.19591649460885524
SEIUSDT,4h,tb,0,10701,0.6137302133516862
SEIUSDT,4h,tb,1,3319,0.19035329203945858
SEIUSDT,8h,dir,-1,7167,0.4110461114934618
SEIUSDT,8h,dir,0,3934,0.22562514338150952
SEIUSDT,8h,dir,1,6335,0.36332874512502866
SEIUSDT,8h,tb,-1,3915,0.22453544390915348
SEIUSDT,8h,tb,0,9836,0.564120211057582
SEIUSDT,8h,tb,1,3685,0.21134434503326452
SEIUSDT,24h,dir,-1,7568,0.4340445056205552
SEIUSDT,24h,dir,0,3570,0.20474879559532003
SEIUSDT,24h,dir,1,6298,0.3612066987841248
SEIUSDT,24h,tb,-1,4575,0.262388162422574
SEIUSDT,24h,tb,0,8412,0.48245010323468684
SEIUSDT,24h,tb,1,4449,0.25516173434273914
STXUSDT,4h,dir,-1,6862,0.39355356733195684
STXUSDT,4h,dir,0,4215,0.24174122505161735
STXUSDT,4h,dir,1,6359,0.3647052076164258
STXUSDT,4h,tb,-1,3462,0.19855471438403305
STXUSDT,4h,tb,0,10853,0.6224478091305345
STXUSDT,4h,tb,1,3121,0.17899747648543243
STXUSDT,8h,dir,-1,7140,0.40949759119064005
STXUSDT,8h,dir,0,3936,0.22573984858912594
STXUSDT,8h,dir,1,6360,0.364762560220234
STXUSDT,8h,tb,-1,3987,0.2286648313833448
STXUSDT,8h,tb,0,9928,0.5693966506079376
STXUSDT,8h,tb,1,3521,0.2019385180087176
STXUSDT,24h,dir,-1,7460,0.4278504244092682
STXUSDT,24h,dir,0,3628,0.20807524661619636
STXUSDT,24h,dir,1,6348,0.36407432897453545
STXUSDT,24h,tb,-1,4822,0.27655425556320257
STXUSDT,24h,tb,0,8332,0.47786189493002984
STXUSDT,24h,tb,1,4282,0.24558384950676762
TIAUSDT,4h,dir,-1,7084,0.4062858453773801
TIAUSDT,4h,dir,0,3919,0.22476485432438634
TIAUSDT,4h,dir,1,6433,0.36894930029823353
TIAUSDT,4h,tb,-1,3472,0.19912824042211516
TIAUSDT,4h,tb,0,10635,0.6099449415003441
TIAUSDT,4h,tb,1,3329,0.19092681807754072
TIAUSDT,8h,dir,-1,7146,0.40984170681348936
TIAUSDT,8h,dir,0,3921,0.22487955953200275
TIAUSDT,8h,dir,1,6369,0.3652787336545079
TIAUSDT,8h,tb,-1,3899,0.22361780224822206
TIAUSDT,8h,tb,0,9786,0.5612525808671713
TIAUSDT,8h,tb,1,3751,0.21512961688460655
TIAUSDT,24h,dir,-1,7397,0.42423721036935075
TIAUSDT,24h,dir,0,3812,0.21862812571690754
TIAUSDT,24h,dir,1,6227,0.35713466391374166
TIAUSDT,24h,tb,-1,4701,0.2696145905024088
TIAUSDT,24h,tb,0,8518,0.48852947923835743
TIAUSDT,24h,tb,1,4217,0.24185593025923377
WLDUSDT,4h,dir,-1,6984,0.4005505849965588
WLDUSDT,4h,dir,0,4116,0.23606331727460428
WLDUSDT,4h,dir,1,6336,0.3633860977288369
WLDUSDT,4h,tb,-1,3343,0.1917297545308557
WLDUSDT,4h,tb,0,10837,0.6215301674696031
WLDUSDT,4h,tb,1,3256,0.18674007799954118
WLDUSDT,8h,dir,-1,7096,0.40697407662307866
WLDUSDT,8h,dir,0,4053,0.23245010323468684
WLDUSDT,8h,dir,1,6287,0.36057582014223444
WLDUSDT,8h,tb,-1,3895,0.22338839183298922
WLDUSDT,8h,tb,0,9861,0.5655540261527874
WLDUSDT,8h,tb,1,3680,0.21105758201422345
WLDUSDT,24h,dir,-1,7587,0.43513420509291123
WLDUSDT,24h,dir,0,3752,0.2151869694884148
WLDUSDT,24h,dir,1,6097,0.349678825418674
WLDUSDT,24h,tb,-1,4592,0.2633631566873136
WLDUSDT,24h,tb,0,8399,0.4817045193851801
WLDUSDT,24h,tb,1,4445,0.2549323239275063
XLMUSDT,4h,dir,-1,6944,0.3982564808442303
XLMUSDT,4h,dir,0,4079,0.2339412709337004
XLMUSDT,4h,dir,1,6413,0.3678022482220693
XLMUSDT,4h,tb,-1,3316,0.19018123422803396
XLMUSDT,4h,tb,0,10856,0.6226198669419591
XLMUSDT,4h,tb,1,3264,0.18719889883000687
XLMUSDT,8h,dir,-1,7065,0.40519614590502406
XLMUSDT,8h,dir,0,4001,0.2294677678366598
XLMUSDT,8h,dir,1,6370,0.36533608625831615
XLMUSDT,8h,tb,-1,3767,0.21604725854553797
XLMUSDT,8h,tb,0,9997,0.5733539802707043
XLMUSDT,8h,tb,1,3672,0.21059876118375775
XLMUSDT,24h,dir,-1,7325,0.42010782289515947
XLMUSDT,24h,dir,0,3873,0.22212663454920853
XLMUSDT,24h,dir,1,6238,0.35776554255563203
XLMUSDT,24h,tb,-1,4439,0.254588208304657
XLMUSDT,24h,tb,0,8762,0.5025235145675614
XLMUSDT,24h,tb,1,4235,0.2428882771277816
