method,regime_method,target,horizon,symbol,IC,mean_asset_IC,median_asset_IC,cross_sectional_IC,median_cross_sectional_IC,pooled_IC,signal_IC,n_asset_IC,n_cross_sectional_IC,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,n_test_rows,accuracy,balanced_accuracy
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,BNBUSDT,-0.012201458098917409,-0.012201458098917409,-0.012201458098917409,,,-0.01220145809891742,0.004728224616366149,1,0,-2.0760902609094254,-0.3400311724380132,0.09444444444444444,-0.3110321252830732,255,1440,0,11520,0.5535590277777778,0.3684998144856068
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,BTCUSDT,0.009505344631506048,0.009505344631506048,0.009505344631506048,,,0.009505344631506056,0.010361230130202287,1,0,-1.0176089201810432,-0.2634978043096413,0.09583333333333334,-0.17857250591976892,253,1440,0,11520,0.57421875,0.3763931543464923
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,DOGEUSDT,-0.014487555554985257,-0.014487555554985257,-0.014487555554985257,,,-0.014487555554985272,-0.0019672791157958553,1,0,0.5297629913452145,-0.1788352937026548,0.06319444444444444,0.13135732708021752,177,1440,0,11520,0.5672743055555556,0.35531106645307603
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,DOTUSDT,-0.046315530278935514,-0.046315530278935514,-0.046315530278935514,,,-0.04631553027893551,0.005875425650462884,1,0,0.2583635081195848,-0.20739313802590587,0.052083333333333336,0.04465307865349688,147,1440,0,11520,0.5729166666666666,0.3534067838682739
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,ETCUSDT,-0.06110235569692527,-0.06110235569692527,-0.06110235569692527,,,-0.06110235569692522,-0.00015654917286301548,1,0,-0.9895177310344284,-0.2613645222445281,0.059722222222222225,-0.18703604771797644,166,1440,0,11520,0.5690104166666666,0.35784087556497424
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,ETHUSDT,-0.014116895256431686,-0.014116895256431686,-0.014116895256431686,,,-0.014116895256431691,0.0006693982386969033,1,0,-0.2895266346985997,-0.12065174066729692,0.06875,-0.05896220387926554,188,1440,0,11520,0.5803819444444445,0.3608883733536263
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,ICPUSDT,-0.0024200585051667002,-0.0024200585051667002,-0.0024200585051667002,,,-0.0024200585051666955,0.0022285181376552822,1,0,-0.014332425102516746,-0.14208797314914143,0.05138888888888889,-0.024465997745012458,139,1440,0,11520,0.5605902777777778,0.3499509379847263
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,LINKUSDT,-0.03690498277401412,-0.03690498277401412,-0.03690498277401412,,,-0.03690498277401413,0.002096541304197369,1,0,-1.0688330195898774,-0.3412925637283719,0.0763888888888889,-0.2815189842681637,210,1440,0,11520,0.5673611111111111,0.35825269845967384
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,LTCUSDT,-0.025282113089351188,-0.025282113089351188,-0.025282113089351188,,,-0.025282113089351167,0.0016109015324980735,1,0,0.16649714770582652,-0.1523844187980291,0.071875,0.01835721143262181,192,1440,0,11520,0.5808159722222223,0.3635297994330209
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,NEARUSDT,-0.002853811333296112,-0.002853811333296112,-0.002853811333296112,,,-0.002853811333296104,-0.00659882656559128,1,0,-0.5215679678769917,-0.27004348630792924,0.053125,-0.14502009143084316,146,1440,0,11520,0.5579861111111111,0.3488931760457094
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,SHIBUSDT,-0.006310051766031556,-0.006310051766031556,-0.006310051766031556,,,-0.006310051766031561,0.006754686928930554,1,0,-0.6778796976103675,-0.27936278102230644,0.06111111111111111,-0.16338956937310634,169,1440,0,11520,0.5705729166666667,0.35642829648722624
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,SOLUSDT,-0.04806541326913429,-0.04806541326913429,-0.04806541326913429,,,-0.0480654132691343,0.0041156499098972555,1,0,0.9470945361235208,-0.21281931384458433,0.08506944444444445,0.28677357585371066,231,1440,0,11520,0.5672743055555556,0.3657348926334911
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,TONUSDT,0.003938503622221069,0.003938503622221069,0.003938503622221069,,,0.003938503622221069,-0.0005629008372334924,1,0,-0.043540541412351697,-0.2578686663138302,0.07152777777777777,-0.05619170070295498,196,1440,0,11520,0.5713541666666667,0.36320389258556646
regime_lgbm_vol_bucket,vol_bucket,tb_label_8h,8h,TRXUSDT,-0.002184430855585879,-0.002184430855585879,-0.002184430855585879,,,-0.0021844308555858806,0.02222132508038497,1,0,0.3597905215990087,-0.16472375304545842,0.12152777777777778,0.051830217247657684,323,1440,0,11520,0.5123263888888889,0.3755455947912491
