method,loss,augmentation,assignment_method,epochs,batch_size,input_features,fft_bins,min_positive_gap,hard_negative_gap,hard_negative_weight,n_rows,n_symbols,n_regimes,silhouette,avg_regime_duration,transition_diagonal_probability,mean_confidence,final_loss,final_valid_anchor_pct,hmm_reference_nmi,hmm_reference_ari,hmm_reference_purity
hmm_guided_gmm,hmm_guided_contrastive,time_only,gmm,30,128,22,6,24,24,2.0,348606,20,4,0.2298164963722229,9.05230673478385,0.889581888920085,0.9958850271930161,0.08635038272653828,1.0,0.5058280252005763,0.38366352185584335,0.720509687153979
hmm_guided_hmm,hmm_guided_contrastive,time_only,hmm,30,128,22,6,24,24,2.0,348606,20,4,0.39921167492866516,9.093812687247622,0.8900861204540376,0.994881881460661,0.08635038272653828,1.0,0.6938376719084844,0.6269680913269076,0.8140651623896319
