benchmark,method,threshold,transaction_cost_bps,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,signal_IC,n_test_rows
phase39r_repaired_neural,regime_lgbm_contrastive,0.0,40.0,-5.109658234073962,-0.34530397455420914,0.06958333333333333,-0.34334875509638474,3805,1440,0,0.004979329379025754,230400
phase39r_repaired_neural,regime_lgbm_contrastive_hmm,0.0,40.0,-5.227812534994826,-0.34294889495956105,0.07381944444444444,-0.342760431747954,4034,1440,0,-0.0014676347760721146,230400
phase39r_repaired_neural,regime_lgbm_hmm,0.0,40.0,-4.0050916578056,-0.34494143422942064,0.07809027777777777,-0.32930112909916287,4271,1440,0,0.004855560671314941,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_gmm,0.0,40.0,-4.909250119021854,-0.36176591909836714,0.08126736111111112,-0.3584970516297107,4417,1440,0,0.0006804650908231923,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_hmm,0.0,40.0,-4.6595120634397516,-0.3517999147169038,0.08234375,-0.3370240879433589,4482,1440,0,0.001039971174549549,230400
phase39r_repaired_neural,regime_lgbm_kmeans,0.0,40.0,-4.4524595523511,-0.31863008240531454,0.07506944444444444,-0.31701307936530543,4110,1440,0,0.003902107934437791,230400
phase39r_repaired_neural,regime_lgbm_vol_bucket,0.0,40.0,-4.9269759964523345,-0.3791261589162114,0.08850694444444444,-0.37336893562976714,4796,1440,0,0.0036178056584467142,230400
phase41b_classical_candidates,global_lgbm,0.025,5.0,0.2971586290150823,-0.042466285125207844,0.04262152777777778,0.020656064059980217,2404,1440,0,0.006398383264279498,230400
phase41b_classical_candidates,regime_lgbm_hmm,0.025,5.0,0.06573522440524283,-0.055890839167226314,0.05663194444444444,0.0028546316370563485,3154,1440,0,0.004166980217117804,230400
phase41b_classical_candidates,regime_lgbm_kmeans,0.025,5.0,0.2820877243389026,-0.03852569070875686,0.054461805555555555,0.020108524328715127,3051,1440,0,0.00416255457578596,230400
phase41b_classical_candidates,regime_lgbm_vol_bucket,0.025,5.0,0.3176427656328572,-0.041486490089481076,0.06277777777777778,0.02415343772255074,3488,1440,0,0.005312790012927544,230400
phase39r_repaired_neural,global_lgbm,0.025,5.0,0.30895184793015906,-0.05416822480550523,0.04918402777777778,0.02315961109132103,2778,1440,0,0.006878063831060766,230400
phase39r_repaired_neural,regime_lgbm_contrastive,0.025,5.0,-0.8181428629562775,-0.08604257384785692,0.06263888888888888,-0.0641420327593123,3470,1440,0,0.004103650933278804,230400
phase39r_repaired_neural,regime_lgbm_contrastive_hmm,0.025,5.0,-0.6206630353531495,-0.09428089058056983,0.06717013888888888,-0.048504980322152,3717,1440,0,-0.0015439876361880483,230400
phase39r_repaired_neural,regime_lgbm_hmm,0.025,5.0,0.2617029556635645,-0.06867577366479684,0.07046875,0.021407923936988205,3898,1440,0,0.005324208445539323,230400
