method,regime_method,target,horizon,fold,IC,mean_asset_IC,median_asset_IC,cross_sectional_IC,median_cross_sectional_IC,pooled_IC,signal_IC,n_asset_IC,n_cross_sectional_IC,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,n_test_rows,accuracy,balanced_accuracy
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,9,0.08512801296347171,0.08512801296347171,0.060854134335085464,0.042496319513630296,0.026491768597356607,0.0932642761745328,0.050846778894449454,20,720,2.929296336854533,-0.00623967952255154,0.025833333333333333,0.020670006300485877,92,90,0,14400,0.5801388888888889,0.34934743378962
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,10,-0.09780243948250372,-0.09780243948250372,-0.09501854839093282,0.0038039174131293267,0.007650279638647199,-0.0843049600959153,-0.02337748571927758,20,720,-8.585698075754781,-0.01457350638293227,0.029444444444444443,-0.014147838135262325,104,90,0,14400,0.5927083333333333,0.3397913098095311
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,11,-0.03389581667822132,-0.03389581667822132,-0.04892215484098462,-0.0422690949695575,-0.05018642744077906,-0.03620942183827551,-0.013115417146000712,20,720,1.1465409858285243,-0.01658523066394189,0.07027777777777777,0.004974994948333533,248,90,0,14400,0.5704166666666667,0.35390907740908045
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,12,-0.01922955027679342,-0.01922955027679342,-0.02113639911762756,0.017161026595365177,0.007789081245071103,-0.012252980568314682,0.023354258975507396,20,720,-1.161779428411084,-0.018657330128646447,0.04888888888888889,-0.005052758077609076,175,90,0,14400,0.5797916666666667,0.36026045876876184
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,13,-0.030330033937554245,-0.030330033937554245,-0.023235557442097453,0.03215089456748738,0.039223563189988514,-0.022302857136178775,-0.01234823820886777,20,720,-4.232106289985289,-0.01917132176489019,0.0375,-0.015060298424782181,129,90,0,14400,0.5565972222222222,0.3438847062694583
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,14,-0.02014764985250793,-0.02014764985250793,-0.01124392046987999,-0.018359708572468263,-0.03711048397230597,-0.02460875176408144,-0.03226792714733963,20,720,-0.9255335590694034,-0.01849464788313826,0.0575,-0.005068426160203865,202,90,0,14400,0.5516666666666666,0.34441600204823103
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,15,-0.05502905035057186,-0.05502905035057186,-0.045386804240563135,0.015191962445500761,0.01783834015000902,-0.0384330994493804,-0.01091767949990576,20,720,-3.055876606023253,-0.0189753227709239,0.08638888888888889,-0.009205717716561201,302,90,0,14400,0.5738888888888889,0.3610043952062065
regime_lgbm_contrastive,contrastive,tb_label_8h,8h,16,0.017900852675796643,0.017900852675796643,0.008533713772904256,0.014056263482145772,0.0008877440838489597,-0.004100244373320031,0.03904544177502686,20,720,-3.6581657839524624,-0.028005960911806817,0.04888888888888889,-0.01457511584596427,175,90,0,14400,0.5440277777777778,0.35587409491393135
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,1,-0.07258636043765548,-0.07258636043765548,-0.06473473693365686,-0.034276635040808544,-0.03408969338398213,-0.05872819007886181,0.014141364438550491,20,720,2.6058845855177,-0.015385790341697847,0.06583333333333333,0.015293939358525188,225,90,0,14400,0.578125,0.35281839062648007
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,2,-0.00832739241852264,-0.00832739241852264,-0.017885123462866276,0.012244151902539614,0.029633611562361755,-0.008787273226332708,0.02294906782121252,20,720,0.4761402354450337,-0.010847807493344498,0.058333333333333334,0.001992741243614038,207,90,0,14400,0.5574305555555555,0.3470556218120211
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,3,0.01614531433129487,0.01614531433129487,0.04159696916223238,-0.056767383512776055,-0.0552585315231517,0.019935757430109807,-0.008882428998984226,20,720,0.5089105462862678,-0.011821295006846741,0.07611111111111112,0.002379650088517815,266,90,0,14400,0.5529166666666666,0.3517857800076194
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,4,-0.05233291789265759,-0.05233291789265759,-0.04582783316186652,-0.02570395672438341,-0.02629161461021446,-0.04345009187692392,-0.02390685335239841,20,720,-2.2837343473357987,-0.0330112788108201,0.05722222222222222,-0.02100475353003639,204,90,0,14400,0.5495833333333333,0.35151082720418164
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,5,-0.009953767954551867,-0.009953767954551867,-0.021841412733979434,-0.028521710585396803,-0.030319025615569845,-0.00722860835963664,0.003522962055265108,20,720,-2.247824968064303,-0.030291675893745356,0.07527777777777778,-0.010776181150063402,259,90,0,14400,0.5718055555555556,0.36079496378114523
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,6,0.007706972965152855,0.007706972965152855,-0.005967271812929694,0.017524783965149136,0.0253294407986654,0.013443998915415497,0.0022783372671268958,20,720,1.5928130223586128,-0.013271049886633012,0.044444444444444446,0.0051841926228812785,155,90,0,14400,0.5584027777777778,0.3488954417910552
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,7,-0.02612793300794679,-0.02612793300794679,-0.0272266728253509,0.0035866684917388474,0.0033305408783259383,-0.02718842410418323,0.008915720807989028,20,720,0.37624554451941555,-0.012048568394386516,0.04388888888888889,0.0010938139741527575,155,90,0,14400,0.5670833333333334,0.34899322659601334
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,8,0.01127079507102614,0.01127079507102614,0.012948400755059084,0.00546222452566747,0.014502238664349316,0.025423098108680136,0.011668550117756403,20,720,-0.3998063212674949,-0.007397196657636692,0.06472222222222222,-0.0011248535987434805,227,90,0,14400,0.5578472222222223,0.35242550656555477
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,9,0.028794983072529468,0.028794983072529468,0.03068308017660088,0.042058162606554435,0.04126296836870229,0.034065908839713,-0.010200102307931367,20,720,-3.664543345420523,-0.01990683519728198,0.024722222222222222,-0.016832846652642286,88,90,0,14400,0.57625,0.3432963588610323
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,10,-0.06500213788796574,-0.06500213788796574,-0.06527881490092871,0.009555465148088008,0.006813008733420902,-0.05153875458334185,-0.005079527852854121,20,720,-3.1229526002872094,-0.009564494360686038,0.03833333333333333,-0.007894295283668806,131,90,0,14400,0.5967361111111111,0.3474394388661657
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,11,-0.045071809614915276,-0.045071809614915276,-0.056542836214970214,-0.012726397684800007,-0.016670329805633897,-0.042283692906073214,-0.03322692001695347,20,720,0.04360746452733955,-0.016003175057747225,0.07416666666666667,7.867878940759354e-05,259,90,0,14400,0.5669444444444445,0.35573804763657213
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,12,-0.05259103200092367,-0.05259103200092367,-0.04832550122333773,0.018700459439606396,0.009641183761986678,-0.048838142308894494,0.019446500346171208,20,720,-1.187907820568854,-0.013042934024618622,0.06277777777777778,-0.005482132921048155,224,90,0,14400,0.5744444444444444,0.3600466044943214
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,13,-0.03566739080737785,-0.03566739080737785,-0.031252612704824295,-0.0030346990022963693,-0.01768464997905036,-0.03630904301893548,-0.01154844965208655,20,720,-4.799380032441657,-0.023506974975348236,0.035,-0.018898433042834006,124,90,0,14400,0.5563194444444445,0.3435096915536753
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,14,-0.019618772073966305,-0.019618772073966305,-0.028556797986971468,0.01260211323219541,0.01901827687839442,-0.03184496068731744,-0.0059729039682670584,20,720,-3.6254081581399467,-0.0362780544052473,0.09944444444444445,-0.02338198896311683,339,90,0,14400,0.5459722222222222,0.3547898467535402
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,15,-0.02879112913869327,-0.02879112913869327,-0.02644670939275684,0.008806283969515674,0.021859435839988714,-0.001411756955054935,-0.005677377322201514,20,720,-2.978477204764015,-0.015168991098142353,0.08472222222222223,-0.0067593118284380305,290,90,0,14400,0.5731944444444445,0.3622127272861387
regime_lgbm_contrastive_hmm,contrastive_hmm,tb_label_8h,8h,16,0.00350146907159345,0.00350146907159345,-0.010823700710273245,0.027975590805064916,0.012150004040419375,-0.006057991027679959,0.026812325088174705,20,720,-0.48681099985533255,-0.019523867724796105,0.04888888888888889,-0.001743156410493274,173,90,0,14400,0.5417361111111111,0.3526896467996583
