method,target,horizon,regime_method,symbol_scope,IC,accuracy,balanced_accuracy,Sharpe,drawdown,turnover,total_return,n_trades,n_test_rows,fold
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.009761062408271803,0.5747916666666667,0.3541482922297036,2.316893455924308,-0.20054965655761547,0.03576388888888889,0.8915812501819083,1009,14400,3
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.011844824528510428,0.5736805555555555,0.35212920190519964,-1.8765475048166802,-0.655921600672309,0.043472222222222225,-0.6255792633426233,1221,14400,4
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.01752519171985272,0.5463194444444445,0.3505750683473226,-0.28513272081100716,-0.5653785567857105,0.04034722222222222,-0.14557713259197735,1138,14400,5
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.030444956200526015,0.5310416666666666,0.34823543958472375,-0.5007449340667763,-0.40216823768895826,0.03857638888888889,-0.1474492484855644,1090,14400,6
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.022291122340566415,0.57375,0.35491887750578227,-2.294119299678164,-0.42712606424998045,0.04006944444444444,-0.3910167263400691,1132,14400,7
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.005383374450822148,0.555625,0.3460177895188136,-0.437780348616424,-0.2034003765881432,0.027916666666666666,-0.10571279688340363,790,14400,8
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.029883075073556583,0.5554166666666667,0.3410989298121651,0.8635487821221846,-0.12477050789603035,0.036493055555555556,0.1886950434060446,1039,14400,9
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.044923892187245865,0.5746527777777778,0.34731842126706497,0.4018146080734293,-0.15512693207166128,0.033819444444444444,0.056547430793379316,960,14400,10
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,0.04049179193906034,0.5613194444444445,0.34603720448872055,-1.603351084534819,-0.33980098104074624,0.030416666666666668,-0.3355992367442847,854,14400,11
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,BTCUSDT+ETHUSDT+BNBUSDT+SOLUSDT+XRPUSDT+DOGEUSDT+ADAUSDT+TRXUSDT+LINKUSDT+AVAXUSDT+TONUSDT+SHIBUSDT+DOTUSDT+BCHUSDT+LTCUSDT+NEARUSDT+UNIUSDT+APTUSDT+ICPUSDT+ETCUSDT,-0.05556851569884365,0.600625,0.3492458747504459,-0.09103434433676924,-0.14087824683614866,0.022048611111111113,-0.019473943837038044,627,14400,12
