n_periods,mean_return,return_std,per_period_sharpe,annualized_sharpe,skew,kurtosis,psr_gt_0,psr_stat,method,benchmark_sr,note
1440,-1.441882272558199e-05,0.001831361978850308,-0.00787327840814618,-0.2605329568729032,1.4818910671702874,77.42161933914059,0.3833228585212851,-0.2967652766408913,global_lgbm,0.0,Diagnostic PSR on overlapping portfolio returns; not a deployable performance claim.
1440,-2.4956827037963663e-05,0.002042728053366401,-0.012217400645590095,-0.40428336843812596,1.4967534253331112,30.43933351104375,0.32310668204982984,-0.4590289678499558,regime_lgbm_vol_bucket,0.0,Diagnostic PSR on overlapping portfolio returns; not a deployable performance claim.
1440,-2.938250628766468e-05,0.0018586549153247521,-0.015808478510671166,-0.5231149511727565,2.4563078423490974,50.58964619416179,0.2784368824072587,-0.5874913401607157,regime_lgbm_kmeans,0.0,Diagnostic PSR on overlapping portfolio returns; not a deployable performance claim.
1440,-3.616394152005158e-05,0.0020410123337199163,-0.017718629585221447,-0.5863233481997983,1.5915591115573222,60.9832899572402,0.254194766930511,-0.6613474254486891,regime_lgbm_hmm,0.0,Diagnostic PSR on overlapping portfolio returns; not a deployable performance claim.
