method,target,horizon,regime_method,symbol_scope,IC,mean_asset_IC,median_asset_IC,cross_sectional_IC,median_cross_sectional_IC,pooled_IC,signal_IC,n_asset_IC,n_cross_sectional_IC,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,n_test_rows,accuracy,balanced_accuracy,fold
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,0.008824856033620643,0.008824856033620643,0.009285820075738546,-0.02608039152209729,-0.03698292915274426,0.00938517733370702,2.3053961669051994e-06,10,720,-0.7050064398346902,-0.02827120491627134,0.145,-0.007548330308217999,242,90,0,7200,0.5359722222222222,0.37093544452807586,9
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,0.049853340942799564,0.049853340942799564,0.0546049578431603,-0.06254306133526148,-0.09070590484167601,0.047188146217326234,0.029554684735645625,10,720,1.5520093561160058,-0.015793327791627988,0.06222222222222222,0.012003243395020124,109,90,0,7200,0.54625,0.3560146167901033,10
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,-0.01937870550909323,-0.01937870550909323,-0.01807192194881129,0.00036722381603374846,0.011098157899204167,-0.018389027877282336,-0.009421039609038402,10,720,-4.980432234262841,-0.021875032696405252,0.028333333333333332,-0.01973466965970405,49,90,0,7200,0.5823611111111111,0.33727286775006543,11
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,-0.03414637914331297,-0.03414637914331297,-0.04610520679228759,0.008999611300587951,0.013924462208121761,-0.025734091274349877,0.027572100984106212,10,720,-4.022546367698066,-0.053285969945414416,0.10555555555555556,-0.03397703022936194,181,90,0,7200,0.5919444444444445,0.37079642455968354,12
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,0.062127611442049355,0.062127611442049355,0.0571563492286709,0.026271375700086065,0.031123363935895466,0.0567195826357027,0.008468408203581294,10,720,-3.4634082166288476,-0.03173444242259235,0.09222222222222222,-0.02148843699493652,158,90,0,7200,0.5836111111111111,0.3723058134566872,13
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,-0.040048857261372604,-0.040048857261372604,-0.057362509379943305,0.010993993477217107,0.02851132177625832,-0.04932135320356964,-0.02558646011620521,10,720,-0.8908974703959315,-0.020131208630019996,0.08388888888888889,-0.007267248979192176,149,90,0,7200,0.5341666666666667,0.34337814070634326,14
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,-0.04014542810598607,-0.04014542810598607,-0.01606663656724595,0.008781930230543534,0.028426712612507614,-0.03177796577229169,0.0031725308731831623,10,720,2.0201966321922824,-0.010295265186266,0.07944444444444444,0.009420591044153825,128,90,0,7200,0.5609722222222222,0.36298380640700056,15
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,-0.05154774376147947,-0.05154774376147947,-0.07872936066894297,0.017764914684516173,0.01350549738162123,-0.0362704357598825,-0.017638459394640565,10,720,-1.3442917050429204,-0.0088573469005554,0.07555555555555556,-0.0058471599084150006,127,90,0,7200,0.5483333333333333,0.3591516287302737,16
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,0.003795771740366221,0.003795771740366221,0.0038997596061487207,0.012864995978374252,0.01747159730139469,0.005638872874924941,0.019673081343461716,10,720,-1.6426131398994372,-0.011419324835848768,0.06777777777777778,-0.006081323892731083,118,90,0,7200,0.5402777777777777,0.3625134102355015,17
regime_lgbm_contrastive_hmm,tb_label_8h,8h,contrastive_hmm,FILUSDT+ARBUSDT+OPUSDT+INJUSDT+ATOMUSDT+XLMUSDT+ALGOUSDT+AAVEUSDT+RUNEUSDT+FETUSDT,-0.017767534805520457,-0.017767534805520457,-0.0353137571139993,-0.014284768488562862,-0.01770806421152977,-0.0022502615935499756,-0.0063082755202271325,10,720,-1.3444010915567348,-0.005401910612546815,0.022222222222222223,-0.0031609838550893388,37,90,0,7200,0.5608333333333333,0.33938374254071363,18
